SNR,SNAME,SART,REGBEZ,KRSREST,REGBEZL,ABKZ,MBBEZ,MBABKZ,KRSL,KRSTYP
3515,Grundschule Oberpöring-Wallerfing,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3516,Grundschule Aitrachtal Mengkofen,Grundschule,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
3517,Grundschule Moosthenning,Grundschule,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
3518,Mittelschule Passau St. Nikola,Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3519,Grundschule Mamming-Gottfrieding,Grundschule,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
3520,Priv. Montessori-Volksschule Geisenhausen (Grund- und Hauptschule),Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3520,Priv. Montessori-Volksschule Geisenhausen (Grund- und Hauptschule),Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3521,Grundschule der Schulstiftung Seligenthal in Landshut,Grundschule,2,261,Niederbayern,ndb,NA,NA,Stadt Landshut,Stadtkreis
3522,Volksschule Passau-Altstadt (Grundschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3523,Volksschule Passau-Auerbach (Grund- und Hauptschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3524,Grundschule Passau - Grubweg,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3525,Volksschule Passau-Grubweg (Hauptschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3526,Grundschule Hacklberg,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3527,Grundschule Haidenhof,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3528,Volksschule Passau-Hals (Grundschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3529,Hans-Carossa-Grundschule Heining-Schalding,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3530,Grundschule Passau-Innstadt,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3531,Mittelschule Passau-Neustift,Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3532,St.-Anton-Volksschule Passau (Grundschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3533,Grundschule St. Anton Passau,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3534,St.-Nikola-Volksschule Passau (Grundschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3535,St.-Stephan-Volksschule Passau (Hauptschule),Grundsch.sow.Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3536,Georg-von-Pasterwiz-Grundschule Hohenau,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3537,Grundschule Perlesreut,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3538,Private Montessori-Volksschule Simbach a.Inn (Grundschule),Grundsch.sow.Mittelschule,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
3539,Grundschule Am Goldenen Steig Röhrnbach,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3540,Grundschule Thurmansbang,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3541,Grundschule Jandelsbrunn - Schule der Künischen Dörfer,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3542,Grundschule am Dreisessel Neureichenau,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3543,Grundschule Riedenburg,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3544,Jakob-Ihrler-Grundschule Ihrlerstein,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3545,"Franziska-Obermayr-Schule, Grundschule Langquaid",Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3546,Grundschule Rohr i.NB,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3547,Herzog-Albrecht-Grundschule Siegenburg,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3548,Grundschule St.Jakob Straubing,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3549,Mittelschule St.Josef Straubing,Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3550,St.-Josef-Volksschule Straubing (Grund- und Teilhauptschule I für Mädchen),Grundsch.sow.Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3551,Grundschule St.Peter Straubing,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3552,St.-Peter-Volksschule Straubing (Hauptschule),Grundsch.sow.Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3553,Grundschule Ulrich Schmidl Straubing,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3554,Grundschule Gerzen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3555,Mittelschule Ulrich Schmidl Straubing,Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3556,Mittelschule St. Stephan Straubing-Alburg,Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3557,Grundschule Straubing-Ittling,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3558,Mittelschule Straubing-Ittling,Mittelschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3559,Grundschule Leiblfing,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3560,Grundschule Salzweg,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3561,Grundschule Hutthurm,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3562,Grundschule Ortenburg,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3563,Grundschule Bad Griesbach i.Rottal,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3564,Grundschule Fürstenzell,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3565,Grundschule Teisnach,Grundschule,2,276,Niederbayern,ndb,NA,NA,LK Regen,Landkreis
3566,Grundschule Rattenberg,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3567,Grundschule Geiselhöring,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3568,Grundschule Aholming,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3569,Volksschule Aicha a.d.Donau (Grundschule),Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3570,Grundschule Auerbach,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3571,Abt-Bachmeier-Grundschule Außernzell,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3572,Volksschule Bernried (Grundschule),Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3573,Grundschule Buchhofen,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3574,Grundschule Rain,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3575,Grundschule St. Martin Deggendorf,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3576,Grundschule An der Angermühle Deggendorf,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3577,St.-Martin-Mittelschule Deggendorf,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3578,Grundschule Theodor Eckert Deggendorf,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3579,Theodor-Heuss-Mittelschule Deggendorf,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3580,Grundschule Bernried,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3581,Alois-Reichenberger-Grundschule Kirchroth,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3582,Grundschule Grafling,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3583,Grundschule St. Englmar,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3584,Volksschule Grattersdorf (Grundschule),Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3585,Grundschule Hengersberg,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3586,Mittelschule Hengersberg,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3587,Grundschule Iggensbach,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3588,Dr.-Johann-Stadler-Grundschule Parkstetten,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3589,Mittelschule Lalling,Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3590,Grundschule Moos,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3591,Abt-Utto-Grundschule Metten,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3592,Volksschule Michaelsbuch (Grundschule),Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3593,Grundschule Mietraching,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3594,Grundschule Rettenbach,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3595,Private Montessori-Volksschule Eggenfelden (Grund- und Hauptschule),Grundschule,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
3595,Private Montessori-Volksschule Eggenfelden (Grund- und Hauptschule),Mittelschule,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
3596,Grundschule Neuhausen,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3597,Grundschule Straßkirchen,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3598,Grundschule Altenmarkt,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3599,Grundschule Künzing-Gergweis,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3600,Grundschule Otzing,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3601,Grundschule Plattling,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3602,Grundschule Schwarzach,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3603,Isar - Mittelschule Plattling,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3604,Grundschule Hunderdorf,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3605,Grundschule Schöllnach,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3606,Mittelschule Schöllnach,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3607,Grundschule Vilsheim,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3608,Volksschule Seebach (Grundschule),Grundsch.sow.Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3609,Grundschule Stephansposching,Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3610,Mittelschule Wallerfing,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3611,Mittelschule Winzer-Iggensbach,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3612,Mittelschule Metten,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3613,"Abt-Joscio-Grundschule Niederalteich, staatl. anerk. priv. kath. Bekenntnisgrundschule",Grundschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3614,Mittelschule Osterhofen,Mittelschule,2,271,Niederbayern,ndb,NA,NA,LK Deggendorf,Landkreis
3615,Grundschule Mitterfels-Haselbach,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3616,Grundschule Stallwang,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3617,Grundschule Am Haidweg/Haidmühle,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3618,Grundschule Böhmzwiesel,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3619,Priv. Montessori-Volksschule Passau (Grund- und Hauptschule),Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3619,Priv. Montessori-Volksschule Passau (Grund- und Hauptschule),Mittelschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3620,Grundschule am Schloss Wolfstein Freyung,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3621,Mittelschule Freyung,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3622,Reinhold-Koeppel-Grundschule Grafenau,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3623,Propst-Seyberer-Mittelschule Grafenau,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3624,Grundschule St.Stephan Straubing-Alburg,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3625,Grundschule St.Josef Straubing,Grundschule,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
3626,Grundschule Haus i.Wald,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3627,"Grundschule Hinterschmiding-Grainet, Schule am Haidel",Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3628,Georg-von-Pasterwiz-Mittelschule Hohenau,Grundsch.sow.Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3629,Grundschule Innernzell-Schöfweg,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3630,Mittelschule Jandelsbrunn - Schule der Künischen Dörfer,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3631,Grundschule Karlsbach,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3632,Grundschule Bodenmais,Grundschule,2,276,Niederbayern,ndb,NA,NA,LK Regen,Landkreis
3633,Grundschule Kumreut,Grundsch.sow.Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3634,Grundschule am Nationalpark Bayerischer Wald Mauth,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3635,Grundschule Wiesenfelden,Grundschule,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
3636,Mittelschule am Dreisessel Neureichenau,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3637,Volksschule Oberkreuzberg (Grund- und Teilhauptschule I) in Spiegelau,Grundsch.sow.Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3638,Mittelschule Perlesreut,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3639,Grundschule Ringelai,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3640,Mittelschule Am Goldenen Steig Röhrnbach,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3641,Paul-Friedl-Mittelschule Riedlhütte,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3642,Volksschule Schöfweg (Grundschule),Grundsch.sow.Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3643,Heinz-Theuerjahr-Grundschule Neuschönau,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3644,Dietrich-Bonhoeffer-Mittelschule Schönberg,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3645,Grundschule Spiegelau,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3646,Mittelschule Thurmansbang,Grundsch.sow.Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3647,Maria-Ward-Grundschule Waldkirchen,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3648,Emerenz-Meier-Mittelschule Waldkirchen,Mittelschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3649,Grundschule Holzfreyung,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3650,Grundschule Passau St. Nikola,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3651,Grundschule Passau Neustift,Grundschule,2,262,Niederbayern,ndb,NA,NA,Stadt Passau,Stadtkreis
3652,Dietrich-Bonhoeffer-Grundschule Schönberg,Grundschule,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
3653,Grundschule Bodenkirchen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3654,Grundschule Kronwinkl,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3655,Grundschule Furth,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3656,Aventinus-Grundschule Abensberg,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3657,Aventinus-Mittelschule Abensberg,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3658,Grundschule Aiglsbach,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3659,Angrüner Grundschule Bad Abbach,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3660,Grundschule Hausen,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3661,Grundschule St. Martin Geisenhausen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3662,Jakob-Ihrler-Mittelschule Ihrlerstein,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3663,Wittelsbacher-Mittelschule Kelheim,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3664,Grundschule Kelheim-Hohenpfahl,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3665,Grundschule Kelheim-Nord,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3666,Grundschule Kelheimwinzer,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3667,"Franziska-Obermayr-Schule, Mittelschule Langquaid",Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3668,Grundschule Mainburg,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3669,Hallertauer Mittelschule Mainburg,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3670,Grundschule Sandelzhausen,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3671,Grundschule Bruckberg-Gündlkofen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3672,Grundschule Neustadt a.d.Donau,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3673,Grundschule Pfeffenhausen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3674,Grundschule Offenstetten,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3675,Grundschule Painten,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3676,Grundschule Rottenburg a.d.Laaber,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3677,Regenbogen-Grundschule Elsendorf,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3678,"Volksschule Riedenburg, Grundschule",Grundsch.sow.Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3679,Mittelschule Rohr i.NB,Grundsch.sow.Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3680,Grundschule Saal a.d.Donau,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3681,Grundschule Sandsbach,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3682,Herzog-Albrecht-Mittelschule Siegenburg,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3683,Grundschule Velden,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3684,Grundschule Teugn,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3685,Grundschule Buch a. Erlbach,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3686,Grundschule Train,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3687,Grundschule Volkenschwand,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3688,"Montessori-Schule Landau, priv.Grund-u.Hauptschule der Mont. Fördergem. Landau a.d.Isar u. Umgeb.e.V.",Grundschule,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
3688,"Montessori-Schule Landau, priv.Grund-u.Hauptschule der Mont. Fördergem. Landau a.d.Isar u. Umgeb.e.V.",Mittelschule,2,279,Niederbayern,ndb,NA,NA,LK Dingolfing-Landau,Landkreis
3689,Grundschule Pürkwang,Grundschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3690,Anton-Balster-Mittelschule Neustadt a.d.Donau,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3691,Mittelschule Riedenburg,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3692,Mittelschule Saal a.d.Donau,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3693,Angrüner-Mittelschule Bad Abbach,Mittelschule,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
3694,Grundschule Breitenberg,Grundschule,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
3695,Grundschule Adlkofen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3696,Grundschule Aham,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3697,Grundschule Altdorf,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3698,Grundschule Altfraunhofen,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3699,Grundschule Bayerbach,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3700,Grundschule Aich,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3701,Mittelschule Bodenkirchen,Grundsch.sow.Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3702,Mittelschule Kronwinkl in Eching,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3703,Mittelschule Ergolding,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3704,Grundschule Piflas,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3705,Dominik-Brunner-Grundschule Ergoldsbach,Grundschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3706,Dominik-Brunner-Mittelschule Ergoldsbach,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3707,Mittelschule Essenbach,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3708,Grundschule Konradin Landshut-Auloh,Grundschule,2,261,Niederbayern,ndb,NA,NA,Stadt Landshut,Stadtkreis
3709,Mittelschule Furth,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3710,Mittelschule St. Martin Geisenhausen,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
3711,Mittelschule Gerzen,Mittelschule,2,274,Niederbayern,ndb,NA,NA,LK Landshut,Landkreis
