report,vars,plot,label,label_short,sets,type
rpt_aus_bq_p1,Z4A,ZA,Mit der Erreichbarkeit der Lehrkräfte bin ich ...,Mit der Erreichbarkeit der Lehrkräfte bin ich ...,set03,aus
rpt_all_p1,D316W235l,D31,Ich nutze elektronische Kommunikationswege bzw. Plattformen zum Austausch mit den Eltern.,Ich nutze elektr. Kommunikationswege bzw. Plattformen zum Austausch mit den Eltern.,set01,leh
gm_p3,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
rpt_all_p1,D316W235e,D31,Der Informationsaustausch mit den Lehrkräften wird durch eine Onlineplattform bzw. digitale Möglichkeiten erleichtert.,Informationsaustausch mit LK wird durch Onlineplattform bzw. digitale Möglichkeiten erleichtert.,set01,elt
rpt_all_p1,A134W122,W12,NA,"Bei dieser Lehrkraft traue ich mich immer, eine Frage zu stellen.",set01,sus
rpt_all_p1,A131W121,W12,NA,"Die Lehrkraft bleibt geduldig, wenn sie mir etwas erklärt.",set01,sus
rpt_all_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_fb_p1,B131W124B,W12,NA,"An dieser Schule wird man respektiert, egal wo die Familie herkommt oder welchen Glauben man hat.",set01,sus
rpt_all_fb_p1,A134W122,W12,NA,"Bei dieser Lehrkraft traue ich mich immer, eine Frage zu stellen.",set01,sus
rpt_all_bq_p1,C124W222,C12,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
rpt_all_fb_p1,A131W121,W12,NA,"Die Lehrkraft bleibt geduldig, wenn sie mir etwas erklärt.",set01,sus
gs_p3,C214W213,W21,NA,"Die SL achtet darauf, dass Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.",set01,leh
rpt_all_fb_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
gs_p3,C215,C21,"Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen (z. B. durch kollegialen Austausch, Hospitationen, Schülerfeedback).","Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen.",set01,leh
rpt_all_fb_p1,B131W124E,W12,NA,An dieser Schule herrscht ein freundlicher Umgangston.,set01,elt
rpt_all_fb_p1,B131W124C,W12,NA,Bei uns werden einzelne Schülerinnen und Schüler oft ausgegrenzt.,set01,sus
rpt_leh_fb_p1,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_leh_fz_p1,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_leh_fz_p2,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_leh_gs_p1,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
gs_p3,C222,C22,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,set01,leh
rpt_all_fb_p1,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
rpt_leh_gs_p2,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_all_bq_p1,C124W222,W22,NA,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
rpt_all_fb_p1,B334W125a,W12,NA,An dieser Schule wird konsequent gegen Ausgrenzung und Mobbing vorgegangen.,set01,elt
rpt_leh_p1,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_all_fb_p1,B334W125b,W12,NA,"Wenn es Konflikte gibt, trägt die Schule zu einer schnellen Lösung bei.",set01,elt
rpt_all_bq_p5,C124W222,C12,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
rpt_all_bq_p1,A131W121m,W12,NA,"Die Lehrkraft bleibt geduldig, wenn sie mir etwas erklärt.",set01,sus
rpt_all_bq_p5,C124W222,W22,NA,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
rpt_leh_p2,Z4L,ZL,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,Mit unserer Schul- und Unterrichtsentwicklung bin ich ...,set03,leh
rpt_leh_bq_p1,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
rpt_sus_gm_p1,Z4S,ZS,Mit dem sozialen Miteinander an der Schule bin ich …,MS_Mit dem sozialen Miteinander an der Schule bin ich …,set03,sus
gm_p4,B331m,B33,Bei uns gelten klare Regeln für den Umgang miteinander.,MS_Bei uns gelten klare Regeln für den Umgang miteinander.,set01,sus
rpt_sus_p1,Z4S,ZS,Mit dem sozialen Miteinander an der Schule bin ich …,Mit dem sozialen Miteinander an der Schule bin ich …,set03,sus
ms_p1,C132a,C13,"Die SL sorgt dafür, dass neues Wissen (z. B. aus Fortbildungen) systematisch weitergegeben wird.","Die SL sorgt dafür, dass neues Wissen systematisch weitergegeben wird.",set01,leh
rpt_all_bq_p5,A131W121m,W12,NA,"Die Lehrkraft bleibt geduldig, wenn sie mir etwas erklärt.",set01,sus
rpt_all_p2,C211,C21,Die SL kennt und unterstützt meine beruflichen Interessen.,Die SL kennt und unterstützt meine beruflichen Interessen.,set01,leh
rpt_sus_gm_p1,Z5S,ZS,Mit dieser Schule insgesamt bin ich …,MS_Mit dieser Schule insgesamt bin ich …,set03,sus
rpt_all_bq_p1,A134W122m,W12,NA,"Bei dieser Lehrkraft traue ich mich immer, eine Frage zu stellen.",set01,sus
ms_p1,C132b,C13,Wir haben an unserer Schule ein gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien.,Gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien,set01,leh
rpt_all_bq_p5,A134W122m,W12,NA,"Bei dieser Lehrkraft traue ich mich immer, eine Frage zu stellen.",set01,sus
rpt_all_bq_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
gm_p2,A111D,A11,"Meine Lehrerin/mein Lehrer achtet sehr darauf, dass wir aufpassen.","MS_Die Lehrkraft achtet sehr darauf, dass wir aufpassen.",set01,sus
rpt_aus_bq_p1,Z5A,ZA,Mit dieser Berufsschule insgesamt bin ich …,Mit dieser Berufsschule insgesamt bin ich …,set03,aus
ms_p2,C211,C21,Die SL kennt und unterstützt meine beruflichen Interessen.,Die SL kennt und unterstützt meine beruflichen Interessen.,set01,leh
ms_p1,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
gs_p4,C112W221,C11,"Die SL setzt sich dafür ein, dass die interne Kommunikation durch digitale Medien erleichtert wird.","Die SL setzt sich dafür ein, dass die interne Kommunikation durch digitale Medien erleichtert wird.",set01,leh
rpt_all_bq_p5,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_bq_p1,B131W124B,W12,NA,"An dieser Schule wird man respektiert, egal wo die Familie herkommt oder welchen Glauben man hat.",set01,sus
rpt_all_bq_p5,B131W124B,W12,NA,"An dieser Schule wird man respektiert, egal wo die Familie herkommt oder welchen Glauben man hat.",set01,sus
rpt_all_bq_p1,B131W124C,W12,NA,Bei uns werden einzelne Schülerinnen und Schüler oft ausgegrenzt.,set01,sus
rpt_all_bq_p5,B131W124C,W12,NA,Bei uns werden einzelne Schülerinnen und Schüler oft ausgegrenzt.,set01,sus
rpt_all_bq_p1,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
rpt_all_bq_p5,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
rpt_all_p1,D313W154,W15,NA,"Wir werden informiert, wie wir Sohn/Tochter beim Lernen für die Schule am besten unterstützen können.",set01,elt
rpt_all_bq_p1,B131W124E,W12,NA,An dieser Schule herrscht ein freundlicher Umgangston.,set01,elt
rpt_all_bq_p1,B131W124F,W12,NA,"Ich habe den Eindruck, dass das Schulklima von gegenseitiger Wertschätzung geprägt ist.",set01,aus
rpt_all_bq_p5,B131W124F,W12,NA,"Ich habe den Eindruck, dass das Schulklima von gegenseitiger Wertschätzung geprägt ist.",set01,aus
rpt_all_bq_p1,B334W125a,W12,NA,An dieser Schule wird konsequent gegen Ausgrenzung und Mobbing vorgegangen.,set01,elt
rpt_all_bq_p1,B334W125b,W12,NA,"Wenn es Konflikte gibt, trägt die Schule zu einer schnellen Lösung bei.",set01,elt
rpt_all_bq_p1,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
rpt_leh_fb_p1,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
rpt_all_fb_p1,D313W154,W15,NA,"Wir werden informiert, wie wir Sohn/Tochter beim Lernen für die Schule am besten unterstützen können.",set01,elt
rpt_leh_fz_p1,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
gm_p2,B332,B33,Wir müssen uns bei allen Lehrkräften an die gleichen Regeln halten.,MS_Wir müssen uns bei allen Lehrkräften an die gleichen Regeln halten.,set01,sus
gm_p2,A133B,A13,Meine Lehrerin/mein Lehrer behandelt mich fair.,MS_Die Lehrkraft behandelt mich fair.,set01,sus
gm_p4,B332,B33,Wir müssen uns bei allen Lehrkräften an die gleichen Regeln halten.,MS_Wir müssen uns bei allen Lehrkräften an die gleichen Regeln halten.,set01,sus
rpt_all_p2,C212a,C21,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,set01,leh
gm_p2,A111A,A11,"Meine Lehrerin/mein Lehrer bekommt mit, was in der Klasse alles passiert.","MS_Die Lehrkraft bekommt mit, was in der Klasse alles passiert.",set01,sus
gm_p2,A131W121m,A13,"Meine Lehrerin/mein Lehrer bleibt geduldig, wenn sie mir etwas erklärt.","MS_Die Lehrkraft bleibt geduldig, wenn sie mir etwas erklärt.",set01,sus
rpt_leh_fz_p2,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
rpt_leh_gs_p1,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
rpt_leh_gs_p2,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
rpt_leh_p1,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
ms_p2,C212a,C21,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,set01,leh
gs_p4,C112W221,W22,NA,"Die SL setzt sich dafür ein, dass die interne Kommunikation durch digitale Medien erleichtert wird.",set01,leh
gm_p2,A221A,A22,Meine Lehrerin/mein Lehrer drückt sich immer verständlich aus.,MS_Die Lehrkraft drückt sich immer verständlich aus.,set01,sus
rpt_all_p2,C212b,C21,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,set01,leh
gm_p2,B133,B13b,Ich fühle mich an unserer Schule sicher.,MS_Ich fühle mich an unserer Schule sicher.,set01,sus
gm_p2,A421m,A42,"Meine Lehrerin/mein Lehrer erklärt uns, warum das, was wir lernen, für uns wichtig ist.","MS_Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.",set01,sus
gm_p2,A611,A61,"Meine Lehrerin/mein Lehrer erklärt uns, wie alte und neue Themen miteinander zusammenhängen.","MS_Die Lehrkraft erklärt uns, wie alte und neue Themen miteinander zusammenhängen.",set01,sus
gm_p4,B133,B13b,Ich fühle mich an unserer Schule sicher.,MS_Ich fühle mich an unserer Schule sicher.,set01,sus
rpt_leh_p2,Z5L,ZL,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,Mit der Zusammenarbeit und Atmosphäre im Kollegium bin ich ...,set03,leh
gs_p4,C113,C11,Die SL hat immer ein offenes Ohr für meine Belange.,Die SL hat immer ein offenes Ohr für meine Belange.,set01,leh
rpt_sus_p1,Z5S,ZS,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,sus
ms_p2,C212b,C21,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,set01,leh
rpt_all_p2,C212c,C21,Die SL ist offen für meine Rückmeldung an sie.,Die SL ist offen für meine Rückmeldung an sie.,set01,leh
rpt_sus_bq_p1,Z4S,ZS,Mit dem sozialen Miteinander an der Schule bin ich …,Mit dem sozialen Miteinander an der Schule bin ich …,set03,sus
rpt_all_p1,D312W153b,W15,NA,Wir werden regelmäßig über die Lernfortschritte von Sohn/Tochter informiert.,set01,elt
rpt_sus_fb_p1,Z4S,ZS,Mit dem sozialen Miteinander an der Schule bin ich …,Mit dem sozialen Miteinander an der Schule bin ich …,set03,sus
rpt_sus_bq_p1,Z5S,ZS,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,sus
rpt_sus_fb_p1,Z5S,ZS,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,sus
gm_p2,A643,A64,Meine Lehrerin/mein Lehrer fasst am Ende der Stunde das Wichtigste zusammen.,MS_Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,set01,sus
gm_p2,A433,A43,"Meine Lehrerin/mein Lehrer gibt mir Möglichkeiten, meine Leistung selbst einzuschätzen.","MS_Die Lehrkraft gibt mir Möglichkeiten, meine Leistung selbst einzuschätzen.",set01,sus
gm_p2,A411,A41,Meine Lehrerin/mein Lehrer hört sich meine Vorschläge an und nimmt sie ernst.,MS_Die Lehrkraft hört sich meine Vorschläge an und nimmt sie ernst.,set01,sus
rpt_all_fb_p1,D312W153b,W15,NA,Wir werden regelmäßig über die Lernfortschritte von Sohn/Tochter informiert.,set01,elt
gs_p4,C114,C11,Die SL repräsentiert die Schule besonders engagiert auch nach außen.,Die SL repräsentiert die Schule besonders engagiert auch nach außen.,set01,leh
ms_p2,C212c,C21,Die SL ist offen für meine Rückmeldung an sie.,Die SL ist offen für meine Rückmeldung an sie.,set01,leh
gm_p2,A221B,A22,Meine Lehrerin/mein Lehrer kann auch schwierige Zusammenhänge gut erklären.,MS_Die Lehrkraft kann auch schwierige Zusammenhänge gut erklären.,set01,sus
gm_p2,A111C,A11,Meine Lehrerin/mein Lehrer kann sich in unserer Klasse durchsetzen.,MS_Die Lehrkraft kann sich in unserer Klasse durchsetzen.,set01,sus
rpt_sus_p2,B133,B13,Ich fühle mich an unserer Schule sicher.,Ich fühle mich an unserer Schule sicher.,set01,sus
gs_p4,C121,C12,Die SL regelt die Zuständigkeiten an unserer Schule klar und transparent.,Die SL regelt die Zuständigkeiten an unserer Schule klar und transparent.,set01,leh
gs_p4,B131W124,B13,"<p><span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">In den Pausen bin ich mit meinen Freundinnen oder Freunden zusammen.</span></span></b></span></p>",In den Pausen bin ich mit meinen Freundinnen oder Freunden zusammen.,set01,sus
gs_p4,C122W112,C12,"Ich weiß, wo ich mir Hilfestellung holen kann, wenn bei einer Schülerin oder einem Schüler ein besonderer Unterstützungsbedarf besteht.","Weiß, wo ich mir Hilfestellung holen kann, wenn bei SuS  besonderer Unterstützungsbedarf besteht",set01,leh
rpt_all_bq_p5,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
rpt_all_p2,C214W213,W21,NA,"Die SL achtet darauf, dass Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.",set01,leh
rpt_all_p2,C214W213,C21,"Die Schulleitung achtet darauf, dass die Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.","Die SL achtet darauf, dass Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.",set01,leh
rpt_all_p2,B133,B13b,Ich fühle mich an unserer Schule sicher.,Ich fühle mich an unserer Schule sicher.,set01,sus
rpt_all_fz_p2,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
gs_p4,C122W112,W11,"Ich weiß, wo ich mir Hilfestellung holen kann, wenn bei einer Schülerin oder einem Schüler ein besonderer Unterstützungsbedarf besteht.","Weiß, wo ich mir Hilfestellung holen kann, wenn bei SuS  besonderer Unterstützungsbedarf besteht",set01,leh
rpt_all_bq_p1,C131b,C13,"Es ist klar geregelt, wie ich an die nötigen Informationen aus der Berufsschule komme (z. B. Leistungsstand der Auszubildenden, Fehlzeiten).","Es ist klar geregelt, wie ich an die nötigen Informationen aus der Berufsschule komme.",set01,aus
rpt_leh_fb_p1,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
rpt_leh_fz_p1,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
ms_p2,B133,B13b,Ich fühle mich an unserer Schule sicher.,Ich fühle mich an unserer Schule sicher.,set01,sus
gs_p4,B131W124,W12,NA,In den Pausen bin ich mit meinen Freundinnen oder Freunden zusammen.,set01,sus
gm_p2,A422,A42,"Meine Lehrerin/mein Lehrer nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.","MS_Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.",set01,sus
gm_p2,A211A,A21,"Meine Lehrerin/mein Lehrer sagt uns, worauf es in der Unterrichtsstunde besonders ankommt.","MS_Die Lehrkraft sagt uns, worauf es in der Unterrichtsstunde besonders ankommt.",set01,sus
gm_p2,A111B,A11,"Meine Lehrerin/mein Lehrer schafft es schnell, mich wieder einzubeziehen, wenn ich mal nicht aufpasse.","MS_Die Lehrkraft schafft es schnell, mich wieder einzubeziehen, wenn ich mal nicht aufpasse.",set01,sus
rpt_leh_fz_p2,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
rpt_leh_gs_p1,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
rpt_all_bq_p5,C131b,C13,"Es ist klar geregelt, wie ich an die nötigen Informationen aus der Berufsschule komme (z. B. Leistungsstand der Auszubildenden, Fehlzeiten).","Es ist klar geregelt, wie ich an die nötigen Informationen aus der Berufsschule komme.",set01,aus
gm_p2,A644,A64,"Meine Lehrerin/mein Lehrer wiederholt den Unterrichtsstoff, den wir früher schon mal durchgenommen haben.","MS_Die Lehrkraft wiederholt regelmäßig den U-stoff, den wir früher schon mal durchgenommen haben.",set01,sus
rpt_sus_p2,B211A,B21,"Ich kann aus interessanten Angeboten auswählen (z. B. AGs, Projekte, Wahlfachangebote).",Ich kann aus interessanten Angeboten auswählen.,set01,sus
gm_p2,B211B,B21,"Die Schule hat mich neugierig auf neue Themen gemacht (z. B. Musik, Theater, Berufe, Sportarten).",MS_Die Schule hat mich neugierig auf neue Themen gemacht.,set01,sus
ms_p2,C214W213,C21,"Die Schulleitung achtet darauf, dass die Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.","Die SL achtet darauf, dass Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.",set01,leh
rpt_leh_gs_p2,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
rpt_ubb_p1,W2c,W2c,Anzahl eingesetzter Geräte:,Anzahl genutzter Geräte,set09,ubb
rpt_ubb_fb_p1,W2c,W2c,Anzahl eingesetzter Geräte:,Anzahl genutzter Geräte,set09,ubb
rpt_ubb_gm_p1,W2c,W2c,Anzahl eingesetzter Geräte:,Anzahl genutzter Geräte,set09,ubb
rpt_ubb_gm_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
rpt_ubb_gs_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
rpt_ubb_ms_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
rpt_ubb_fz_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
rpt_ubb_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
rpt_ubb_fb_p1,Zeitpunkt,Zeit,Zeitpunkt der Unterrichtsbeobachtung,Zeitraum der Unterrichtsbeobachtung,set07,ubb
gm_p2,A123B,A12,Es wird fast immer konzentriert gearbeitet.,MS_Es wird fast immer konzentriert gearbeitet.,set01,sus
rpt_leh_p1,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
rpt_leh_p2,Z6L,ZL,Mit dieser Schule insgesamt bin ich …,Mit dieser Schule insgesamt bin ich …,set03,leh
gm_p2,B212,B21,"Es gibt gute Gelegenheiten, meine besonderen Begabungen weiterzuentwickeln (z. B. über die Teilnahme an Wettbewerben).","MS_Gute Gelegenheiten, besonderen Begabungen weiterzuentwickeln",set01,sus
ms_p2,C214W213,W21,NA,"Die SL achtet darauf, dass Medienkompetenzen des Kollegiums zielgerichtet weiterentwickelt werden.",set01,leh
rpt_all_p2,C215,C21,"Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen (z. B. durch kollegialen Austausch, Hospitationen, Schülerfeedback).","Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen.",set01,leh
gm_p2,A641m,A64,"Ich bekomme genug Zeit, um zu üben, bis ich es kann.","MS_Ich bekomme genug Zeit, um zu üben, bis ich es kann.",set01,sus
gm_p2,A324W242,A32,"Ich finde den Unterricht spannender, wenn wir digitale Medien benutzen.","MS_Ich finde den Unterricht spannender, wenn wir digitale Medien benutzen.",set01,sus
ms_p2,C215,C21,"Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen (z. B. durch kollegialen Austausch, Hospitationen, Schülerfeedback).","Die SL fordert ein, dass wir uns individuelles Feedback über unsere Arbeit im Klassenzimmer holen.",set01,leh
rpt_leh_bq_p1,C132a,C13,"Die SL sorgt dafür, dass neues Wissen (z. B. aus Fortbildungen) systematisch weitergegeben wird.","Die SL sorgt dafür, dass neues Wissen systematisch weitergegeben wird.",set01,leh
rpt_all_p2,C222,C22,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,set01,leh
ms_p2,C222,C22,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,set01,leh
gs_p4,C123,C12,"Die SL achtet konsequent darauf, dass Dinge, die einmal beschlossen sind, auch wirklich von allen eingehalten werden.","Die SL achtet konsequent darauf, dass Dinge, die einmal beschlossen sind, von allen eingehalten werden.",set01,leh
gs_p4,C124W222,C12,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
rpt_all_bq_p1,C132a,C13,"Die SL sorgt dafür, dass neues Wissen (z. B. aus Fortbildungen) systematisch weitergegeben wird.","Die SL sorgt dafür, dass neues Wissen systematisch weitergegeben wird.",set01,leh
rpt_all_bq_p5,C132a,C13,"Die SL sorgt dafür, dass neues Wissen (z. B. aus Fortbildungen) systematisch weitergegeben wird.","Die SL sorgt dafür, dass neues Wissen systematisch weitergegeben wird.",set01,leh
rpt_leh_bq_p1,C132b,C13,Wir haben an unserer Schule ein gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien.,Gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien,set01,leh
rpt_all_bq_p1,C132b,C13,Wir haben an unserer Schule ein gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien.,Gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien,set01,leh
rpt_all_bq_p5,C132b,C13,Wir haben an unserer Schule ein gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien.,Gut gepflegtes Ablagesystem zur gemeinsamen Nutzung von Unterrichtsmaterialien,set01,leh
rpt_leh_bq_p1,C211,C21,Die SL kennt und unterstützt meine beruflichen Interessen.,Die SL kennt und unterstützt meine beruflichen Interessen.,set01,leh
gs_p4,C124W222,W22,NA,An unserer Schule sind bereits viele Verwaltungsabläufe digitalisiert.,set01,leh
gs_p4,C131,C13,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,Wir haben eine Art Einführungsprogramm für neue Lehrkräfte.,set01,leh
rpt_leh_bq_p1,C212a,C21,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,Die SL führt mit mir regelmäßig Mitarbeitergespräche.,set01,leh
gm_p2,B211A,B21,"Ich kann aus interessanten Angeboten auswählen (z. B. AGs, Projekte, Wahlfachangebote).",MS_Ich kann aus interessanten Angeboten auswählen.,set01,sus
gs_p4,C132a,C13,"Die SL sorgt dafür, dass neues Wissen (z. B. aus Fortbildungen) systematisch weitergegeben wird.","Die SL sorgt dafür, dass neues Wissen systematisch weitergegeben wird.",set01,leh
rpt_leh_bq_p1,C212b,C21,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,Die SL definiert mit mir Ziele und Maßnahmen für meine berufliche Weiterentwicklung.,set01,leh
gm_p2,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
gm_p4,B131W124D,W12,NA,Die Lehrkräfte helfen sich und stehen stets füreinander ein.,set01,leh
rpt_leh_bq_p1,C212c,C21,Die SL ist offen für meine Rückmeldung an sie.,Die SL ist offen für meine Rückmeldung an sie.,set01,leh
gm_p2,A134W122m,A13,"Bei meiner Lehrerin/meinem Lehrer traue ich mich immer, eine Frage zu stellen.","MS_Ich traue mich, im Unterricht Fragen zu stellen, wenn ich etwas nicht verstehe.",set01,sus
